"Java Developer","Solution Street","Washington","DC","US","Strong in Core <b>Java</b>. Develop application code for <b>Java</b> programs. Design, implement and maintain <b>Java</b> application phases....","Sun, 12 Mar 2017 08:13:11 GMT"
"Java Developer","ProMedia Careers","San Diego","CA","US","++Looking for a developer with 5+ years of back-end <b>Java</b> development experience. ++Solid knowledge of <b>Java</b> technologies including experience with Apache...","Sun, 12 Mar 2017 08:50:46 GMT"
"Need Java Developer","Software Specialists","Pittsburgh","PA","US","Description: Extensive Java experience Java EE/JAX-RS experience Experience with WebSphere Extensive Experience building RESTful API's Experience with Build...","Mon, 13 Mar 2017 23:26:04 GMT"
"Senior Java Developer","Zenfair Solutions Inc","Dallas","TX","US","Senior <b>Java</b> developer. 8+ years of <b>Java</b> programming language experience to solve large programming tasks. \*\*\*No Phone calls Please \*\*\*....","Sun, 12 Mar 2017 16:43:56 GMT"
"Front-End Web Applications Developer","Arena","Foster City","CA","US","Good understanding of <b>Java</b> and/or Groovy and related development tools (including the Spring framework and Grails) preferred....","Sun, 12 Mar 2017 08:12:40 GMT"
"Java Developer","ACI Federal","Baltimore","MD","US","JEE Security, <b>Java</b> Batch, and EJBRoles*. *6 years of experience with <b>Java</b> or J2EE*. Description of Work:....","Mon, 13 Mar 2017 19:12:27 GMT"
"Jr. Software Developer","ALAE Consultants","Warner Robins","GA","US","ColdFusion or <b>Java</b> JEE6:. Experience with ColdFusion or <b>Java</b> JEE6 is a plus. The position will primarily involve software maintenance on a number of current...","Mon, 13 Mar 2017 19:03:05 GMT"
"Entry Level Software Developer","Telarix","Vienna","VA","US","Knowledge of .NET, C#, <b>Java</b> or an OOP language. Telarix is a leading provider of interconnect and settlement software solutions to telecom communication service...","Mon, 13 Mar 2017 06:09:02 GMT"
"Java Developer","Verizon","Piscataway","NJ","US","Master’s Degree in computer science Five or more years of IT experience in analysis, design, development, documentation, implementing and testing of software...","Mon, 13 Mar 2017 22:05:33 GMT"
"Java Developer","Accenture","Hartford","CT","US","Our client is seeking a Java Developer in Hartford, CT Day to day activities includes design, build and configure applications to meet business process and...","Mon, 13 Mar 2017 20:39:31 GMT"
"Java Developer","Solutions By Design II, LLC","Fairfax","VA","US","Solutions By Design II, LLC (SBD) is seeking a Mid-Level <b>Java</b> Developer to join an exciting project to provide maintenance and support for our federal client at...","Mon, 13 Mar 2017 20:21:44 GMT"
"JAVA DEVELOPER","CIITS","San Jose","CA","US","Backend <b>Java</b> Developer II. *Must be specializing and well-versed in NodeJS, MongoDB, JavaScript and <b>Java</b>. 3+ months with possible extension....","Mon, 13 Mar 2017 19:04:41 GMT"
"Algorithm Engineer 5 (17-054)","Northrop Grumman","Huntsville","AL","US","<b>Java</b>, C, C++, and/or Fortran experience. Northrop Grumman Mission Systems (NGMS) was selected by the U.S....","Mon, 13 Mar 2017 16:00:30 GMT"
"Software Engineer, MEAN Stack","Capital One","Richmond","VA","US","<b>Java</b> and surrounding technologies including APIs, Cloud, Big Data and open source technologies. 2 years of experience with <b>Java</b> or 2 years of experience with C#...","Mon, 13 Mar 2017 15:51:47 GMT"
"IT Software Engineer - Integration","Nelnet","Omaha","NE","US","<b>Java</b> development experience using web services leveraging the WebLogic platform C# development experience leveraging web services....","Mon, 13 Mar 2017 15:19:14 GMT"
"System Engineer","Exceptional Software Strategies, Inc.","Reston","VA","US","Demonstrated on-the-job experience utilizing <b>Java</b> technologies. The sponsor develops and maintains several enterprise level applications in contract management,...","Mon, 13 Mar 2017 15:06:13 GMT"
"Android BSP Engineer","HARMAN International","Vernon Hills","IL","US","C, C++, <b>Java</b>, data-structure and algorithms; HARMAN designs and engineers connected products and solutions for automakers, consumers, and enterprises worldwide,...","Mon, 13 Mar 2017 14:39:37 GMT"
"Software Engineer III","LexisNexis","Boca Raton","FL","US","LexisNexis’ enterprise tools team is responsible for implementing and supporting a variety of enterprise wide SDLC tools for our global organization....","Mon, 13 Mar 2017 14:26:53 GMT"
"Software Engineer","Fat Pipe Inc","New York","NY","US","Degree in Computer Science or related area.Knowledge of <b>Java</b>, J2EE, C/C++, JSF, Servlets, JSP, <b>Java</b> Web Services, XML, Ajax, Jquery, HTML and CSS;...","Mon, 13 Mar 2017 10:03:01 GMT"
"Software Engineer-Guidewire","Berkley Technology Services","Wilmington","DE","US","Programming in <b>Java</b>/J2EE, spring, hibernate, web services, MQ, Enterprise <b>Java</b> Bean (EJB), SQL. This position will work with operating unit subject matter...","Mon, 13 Mar 2017 10:21:36 GMT"
"Test Automation Engineer","Airline Tariff Publishing Company","Dulles","VA","US","2+ years coding experience in one or more of Python, <b>Java</b> or Javascript. Designing and developing automation tests for software development projects, including...","Mon, 13 Mar 2017 09:50:11 GMT"
"Online - Computer & Information Science Faculty","ECPI University","","VA","US","C, C++, C#, <b>Java</b>, SQL, PHP, and VB.Net. Do you want to make a difference?...","Mon, 13 Mar 2017 09:55:48 GMT"
"Software Engineer Intern - Norton Cloud Services","Symantec","Herndon","VA","US","Experience with <b>Java</b>, C/C++, JS, or .NET desired. Symantec Corporation (NASDAQ:....","Mon, 13 Mar 2017 09:34:06 GMT"
"System Engineer","Red Brick Health","Minneapolis","MN","US","Experience working in SaaS organizations Experience with OpenStack and/or AWS Experience with Systems Monitoring, Reporting and Alerting solutions Experience...","Mon, 13 Mar 2017 08:18:32 GMT"
"Release Configuration Engineer","Performant Financial Corporation","Livermore","CA","US","Implement TeamCity CI (continuous integration), Integration and automated deployment projects for .Net/Java Enterprise applications....","Mon, 13 Mar 2017 20:40:12 GMT"
"Quality Assurance Engineer","Netsmart Technologies","Overland Park","KS","US","Experience with software development, software automation and test tracking tools against <b>Java</b>, Delphi, and/or .Net coding platforms is preferred:....","Mon, 13 Mar 2017 20:00:05 GMT"
"Software Quality Assurance Engineer","Netsmart Technologies","Overland Park","KS","US","Experience with software development, software automation and test tracking tools against <b>Java</b>, Delphi, and/or .Net coding platforms is preferred:....","Mon, 13 Mar 2017 19:59:12 GMT"
"Software Engineer - Internship","Netsmart Technologies","Great River","NY","US","Basic programming experience using a modern object oriented language such as <b>Java</b>, C++, C#, etc. Are you looking for your ideas to change the health and human...","Mon, 13 Mar 2017 19:59:14 GMT"
"Software Engineer - Internship","Netsmart Technologies","Overland Park","KS","US","Basic programming experience using a modern object oriented language such as <b>Java</b>, C++, C#, etc. Are you looking for your ideas to change the health and human...","Mon, 13 Mar 2017 19:59:13 GMT"
"Build and Release Engineer","Netsmart Technologies","Great River","NY","US","Company Overview : Netsmart is healthcare’s largest human services and integrated care technology provider. Netsmart technology platforms and expertise are","Mon, 13 Mar 2017 19:59:15 GMT"
"Software Engineer (Games Team)","Wargaming Seattle","Redmond","WA","US","Nestled in the trees of Redmond, Washington and staffed by a diverse group of industry veterans, newcomers, gamers, misfits and savants, Wargaming Seattle is","Mon, 13 Mar 2017 07:02:11 GMT"
"Software Engineer","Keste","Plano","TX","US","5 years of progressive post-baccalaureate experience in overall web-based and/or portal development to include 2 years in development &amp; administration using...","Mon, 13 Mar 2017 06:04:15 GMT"
"Test Engineer II","Vencore","Laurel","MD","US","Two (2) years of experience developing or testing software written in object-oriented and scripted languages (e.g., <b>Java</b> Script, C++, Perl, Python, Ruby)....","Mon, 13 Mar 2017 06:37:05 GMT"
"PHP & Java Interns (Paid)","Internet Brands","Los Angeles","CA","US","Is currently seeking PHP and <b>Java</b> Interns to join our Web development team. Our PHP and <b>Java</b> Interns work directly with development teams on consumer facing...","Mon, 13 Mar 2017 06:34:46 GMT"
"Quality Engineer, Automation - Adobe Stock","Adobe","San Francisco","CA","US","Ability to understand and write code in <b>Java</b>, Javascript, or other scripting languages. Adobe Stock is seeking a highly motivated Software Quality Engineer who...","Mon, 13 Mar 2017 06:45:12 GMT"
"Intern, Cloud Solution Packages","SAP","Palo Alto","CA","US","Knowledge of <b>Java</b> or JavaScript. As market leader in enterprise application software, SAP helps companies of all sizes and industries innovate through...","Mon, 13 Mar 2017 05:19:17 GMT"
"Dev Ops Engineer II","Sears Holdings Management Corporation","Seattle","WA","US","Strong skills with <b>Java</b>, Ruby, or python. Wally Labs is a product-centric, hardware and software startup within Sears....","Mon, 13 Mar 2017 04:52:45 GMT"
"Software Engineer","MicroPact","","","US","Experience developing enterprise <b>Java</b> web based products. Work experience with <b>Java</b> web component technologies like Servlet, JSP....","Mon, 13 Mar 2017 23:25:52 GMT"
"Cloud Engineer / Full Stack Developer","ObjectRocket","Austin","TX","US","Cloud Engineer / Full Stack Developer ObjectRocket by Rackspace is seeking Cloud Engineers / Full Stack Developers to help build the next generation of...","Mon, 13 Mar 2017 16:24:42 GMT"
"Senior Software Engineer","Oracle","Seattle","WA","US","<b>Java</b>, C#, Go, Rust, Scala,. <b>Java</b>, Python, Ruby, and Go, and communicate with other services via. Least one one of <b>Java</b>, C++, Go or C# and at least one scripting...","Sun, 12 Mar 2017 16:24:18 GMT"
"Platform Reliability Engineer","Cisco","Boxborough","MA","US","The Business Entity: Collaboration Technology Group (CTG) is #1 global leader in collaboration technologies, which provides best-in-class integrated...","Mon, 13 Mar 2017 00:34:54 GMT"
"Java Developer","Tentek, Inc.","Los Angeles","CA","US","Position: Java Developer Location: Los Angeles, CA 90017 Requirements: * Preference for local candidates as an in-person interview will be mandatory. * Must","Mon, 13 Mar 2017 18:40:48 GMT"
"Java Developer","Latitude 36 Inc","Peoria","IL","US","<b>Java</b> Application Developer*. <b>Java</b>, <b>Java</b> Script, JSP, html and html-ui design, SQL, web and REST services, STRUTS, Spring and Hibernate....","Mon, 13 Mar 2017 18:01:52 GMT"
"System Engineer","Pragmatics","Reston","VA","US","Experience with <b>Java</b>, JBoss, JDV, Oracle, PostgreSQL. Experience supporting applications hosted on NIPRNet and SIPRNet at the DISA Enterprise Computing Centers ...","Sun, 12 Mar 2017 22:29:25 GMT"
"Mechanisms, Mass Properties, and Ordnance Engineer","The Aerospace Corporation","El Segundo","CA","US","Two or more years of increasingly responsible and related engineering/scientific experience MS/PhD degree Experience in developing analysis software tools...","Sun, 12 Mar 2017 20:04:31 GMT"
"Software Implementation Engineer | Opower Client Success","Oracle","Arlington","VA","US","You demonstrate some programming knowledge (most of our code is in Ruby and <b>Java</b>, but Perl, Python, shell scripting have their places too)....","Sun, 12 Mar 2017 16:24:18 GMT"
"Senior Software Engineer","CaseNet","Bedford","MA","US","5+ years of experience developing complex, high-performance enterprise software using Java/J2EE technologies....","Sun, 12 Mar 2017 06:34:11 GMT"
"Java Developer","Millennium Software","Houston","TX","US","Development experience in <b>Java</b> (JSF, JPA, <b>Java</b> Batch) is required. Full time / Contract....","Mon, 13 Mar 2017 12:00:52 GMT"
"Software Engineer","Truven Health Analytics, Inc. & Simpler Consulting","Durham","NC","US","Recommend process improvements of &quot;best practices&quot; across design, construction and test Minimum of 3+ years <b>Java</b> development skills and experience....","Sun, 12 Mar 2017 11:14:26 GMT"
"Software Engineer, Backend","General Electric","Evendale","OH","US","Ruby, Python, GOLANG, or <b>Java</b>. Technical expertise in <b>Java</b> and webservices. GE is the world's Digital Industrial Company, transforming industry with software...","Sun, 12 Mar 2017 10:14:58 GMT"
"Support Advisor","InterSystems Corporation","Cambridge","MA","US","Three or more years of programming experience in a software language utilized by InterSystems’ products, SQL, C, C++, COS, <b>Java</b>, etc....","Sun, 12 Mar 2017 10:09:35 GMT"
"Software Engineer Stf","Leidos","Washington","DC","US","<b>Java</b> development • Experience leading a team of developers • Linux operating system experience • Federal experience similar to FBI’s size and scope....","Sun, 12 Mar 2017 10:16:05 GMT"
"Test Automation Engineer","Healthedge","Powell","OH","US","Demonstrated programming abilities using <b>Java</b> is required. JUnit or similar <b>Java</b> unit testing framework experience....","Sun, 12 Mar 2017 09:13:25 GMT"
"Global Mission Excellence - Engineer Software Quality 1 Azusa - 2017","Northrop Grumman","Azusa","CA","US","C, C++, C#, <b>Java</b>, <b>Java</b> Script, etc.). Global Mission Excellence - Engineer Software Quality 1 Azusa - 2017....","Sun, 12 Mar 2017 09:57:38 GMT"
"3M HIS Software Engineer (Silver Spring, MD)","3M","Silver Spring","MD","US","Experience with <b>Java</b>, JavaScript, HTML5, CSS, JQuery, JSON. 3M is seeking a Software Engineer for the Health Information Systems Division located in Silver...","Sun, 12 Mar 2017 08:16:57 GMT"
"3M HIS Automation Engineer (Silver Spring, MD / Austin, TX / Murray, UT)","3M","Silver Spring","MD","US","C#, .NET, Go, or <b>Java</b>. Creation and maintenance of ALM tools such as JIRA or TFS. 3M is seeking a Automation Engineer for the Health Information Systems...","Sun, 12 Mar 2017 08:16:53 GMT"
"Software Test Intern","The Aerospace Corporation","El Segundo","CA","US","Requisition ID: 9422 All Locations: El Segundo, CA (California) Responsibilities SUMMARY OF RESPONSIBILITIES The Aerospace Corporation is seeking a Software...","Sun, 12 Mar 2017 08:05:31 GMT"
"Operations Engineer, Hadoop","Epsilon","","","US","Operations Engineer, Hadoop - ( 0082556 ) We may be the most important Internet company you’ve never heard of. Join our team for your chance to work in...","Sun, 12 Mar 2017 08:18:19 GMT"
"Full Stack Engineer","Xcalar","San Jose","CA","US","Python, PHP, C++, or <b>Java</b>. Xcalar is pushing the limits of technology to help people discover deep meaningful insights from data....","Sun, 12 Mar 2017 08:41:24 GMT"
"Agile Test Engineer","Ops Tech Alliance","Springfield","VA","US","C#, <b>Java</b>, .NET, Python, Perl, Ruby, or similar. 5-8 years’ experience minimum,....","Sun, 12 Mar 2017 07:30:37 GMT"
"Software Engineer III (Innovation Labs)","CoreLogic","Oxford","MS","US","Strong design and programming skills with C# and/or <b>Java</b> and JavaScript. It’s time for the rise of the software engineers - come be a part of something new and...","Sun, 12 Mar 2017 07:32:13 GMT"
"Mid Level Linux Engineer","IKCON Technologies","Beaverton","OR","US","Some “real” programming experience (Python, PERL, Ruby, <b>Java</b>, etc.). Experience in an enterprise setting (eg. Mid-Level - Linux Admin....","Mon, 13 Mar 2017 04:14:27 GMT"
"Tech Lead Core Java","Wipro LTD","Torrance","CA","US","Core <b>Java</b> Desirable Skills:. Core <b>Java</b>, OOAD and Design Patterns, Requirements Analysis. Hands on Technical Lead 8-10 years of experience working on custom...","Mon, 13 Mar 2017 19:07:30 GMT"
"Software Test Engineer","ID Analytics","San Diego","CA","US","Knowledge of <b>Java</b> unit testing techniques using the JUnit framework. Create <b>Java</b> unit tests using JUnit or other unit testing frameworks....","Mon, 13 Mar 2017 21:02:49 GMT"
"Software Developer","Pariveda Solutions","Arlington","VA","US","<b>Java</b> and .NET. If you are into programming, working in small teams, and solving complex problems using the latest in Cloud, Mobile, and Web technologies,...","Sun, 12 Mar 2017 17:09:37 GMT"
"Senior Software Engineer","Raytheon","Herndon","VA","US","JQuery, Angular and ExtJS) Experience with developing <b>Java</b> Web Applications Experience with <b>Java</b> web technologies (for example Spring and J2EE) Experience with...","Mon, 13 Mar 2017 18:07:05 GMT"
"Software Engineer","TransferWise","New York","NY","US","Used a back-end MVC Framework, preferably <b>Java</b> / Spring Boot. Software Engineer - US....","Sun, 12 Mar 2017 06:54:14 GMT"
"Senior Software Engineer","Intuit","Mountain View","CA","US","With <b>Java</b> a plus. QuickBooks Financing is a nimble and high-priority fin-tech....","Mon, 13 Mar 2017 10:16:39 GMT"
"IT Software Engineer","UBS","Weehawken","NJ","US","Strong server-side <b>Java</b> development skills, including expertise in multi-threaded programming (building distributed systems and/or <b>Java</b> messaging technologies a...","Mon, 13 Mar 2017 16:09:18 GMT"
"Backend Software Developer","SmartAsset","New York","NY","US","<b>Java</b>, PHP, Perl, C#, C++, Objective C, Ruby, Python, etc). SmartAsset.com is a rapidly-growing technology startup, based in New York City....","Sun, 12 Mar 2017 08:12:48 GMT"
"Data Engineer","Verizon","San Jose","CA","US","Development experience using <b>Java</b> for data processing. Server-side software development experience Experience with <b>Java</b>....","Mon, 13 Mar 2017 22:05:24 GMT"
"Data Engineer","Verizon","Irving","TX","US","Development experience using <b>Java</b> for data processing. Server-side software development experience Experience with <b>Java</b>....","Mon, 13 Mar 2017 22:05:14 GMT"
"Test Automation Developer","Aatrix Software, Inc.","Grand Forks","ND","US","C# or similar languages such as <b>Java</b>. Responsible for creating automated tests on computer applications to isolate and solve issues, initiates tests, analyzes...","Mon, 13 Mar 2017 21:08:28 GMT"
"Software Developer","Vistronix","Annapolis Junction","MD","US","<b>Java</b> development experience. <b>Java</b> GUI development experience (preferred). Cyber &amp; SIGINT Operations, C4ISR &amp; Multi-INT Processing, and Enterprise &amp; Open Source...","Mon, 13 Mar 2017 17:03:10 GMT"
"Senior Software Engineer","Microsoft","Redmond","WA","US","Distributed computation, high scale, high availability, geo-redundancy, low maintenance and with provable quality....","Mon, 13 Mar 2017 08:06:01 GMT"
"Application Engineer","Quicken Loans Inc.","Detroit","MI","US","Object-oriented programming experience in <b>Java</b> and C#. Develop <b>Java</b> and C# applications to support and monitor the business rules engine....","Mon, 13 Mar 2017 18:25:41 GMT"
"Java Developer","Beacon Hill Technologies","Columbus","OH","US","Hands on development of <b>Java</b> middle tier and back end services/programs. This individual will be responsible for Java/J2EE development in an agile environment....","Mon, 13 Mar 2017 18:32:32 GMT"
"Web Developer","Netsmart Technologies","Overland Park","KS","US","5+ years working with at least one statically-typed OO programming language (C#, <b>Java</b>, C++, etc.). This position focuses on supportive maintenance and new...","Mon, 13 Mar 2017 19:59:10 GMT"
"Web Developer / Energy Storage Dashboard / Grand Prairie, TX","Lockheed Martin","Grand Prairie","TX","US","Experience with backend JVM technologies such as <b>Java</b>, the Play Framework, Eclipse, and Maven. At Lockheed Martin, you’ll have an opportunity to create a better...","Mon, 13 Mar 2017 10:18:42 GMT"
"Staff Performance Engineer","Safeway Inc","Pleasanton","CA","US","Deep knowledge of <b>Java</b> and its internals (e.g. Debug <b>JAVA</b> and SQL performance tuning experience for performance that include (garbage collection, heap...","Mon, 13 Mar 2017 22:25:26 GMT"
"Cyber Software Engineer 4","BITHGROUP","Baltimore","MD","US","Experience with software development in <b>Java</b> (evidenced in work history within the past 5 years) with Eclipse, IDE, Spring Framework, Maven, Git and Subversion....","Mon, 13 Mar 2017 18:18:10 GMT"
"Java Web Developer","Skilpik","Pittsburgh","PA","US","Angular <b>Java</b> scriptJS. <b>Java</b> Web/ UI Developer*. Software Skills <b>Java</b> Script Yes. Software Skills <b>Java</b> Script - Advanced Yes....","Sun, 12 Mar 2017 09:50:21 GMT"
"Principal Software Engineer","Cubic Corporation","Austin","TX","US","Requires proficiency using programming languages such as <b>Java</b>, “C/C++/C#,” Product Lifecycle Management, Javascript, JavaScript Object Notation (JSON), Python,...","Mon, 13 Mar 2017 21:28:00 GMT"
"Principal Software Platform Architect","Comcast","Philadelphia","PA","US","REST Architecture, Microservices Architecture, Continuous Integration, <b>Java</b>, Scala, Docker, Kubernetes, and NoSQL....","Mon, 13 Mar 2017 20:06:33 GMT"
"Software Engineer 2","Microsoft","Cambridge","MA","US","You have strong C#, C++, <b>Java</b> or equivalent language skills. Do you want your software to reach a billion users/devices?...","Mon, 13 Mar 2017 20:05:45 GMT"
"Principal Software Engineer – Financial Systems","Staples","Framingham","MA","US","5+ years of <b>Java</b> 1.6+ development experience. Understanding of <b>Java</b> memory management, garbage collection, and tuning strategies....","Mon, 13 Mar 2017 15:42:10 GMT"
"Software Development Engineer","Audible, Inc.","Newark","NJ","US","Android application development using <b>Java</b>, Android SDK / Studio / APIs /Frameworks. Is the world’s largest seller and producer of spoken audio entertainment,...","Sun, 12 Mar 2017 07:02:38 GMT"
"Java Support Engineer","Talend","Atlanta","GA","US","<b>Java</b> Support Engineer. Good <b>java</b> skills – development or support experience. Who we are:....","Mon, 13 Mar 2017 20:46:55 GMT"
"Web Services Engineer","Eagle Ray Inc","Springfield","VA","US","3 years Python, <b>Java</b>, JavaScripts. It is preferred if the candidate have experience with one or more middleware technologies such as Oracle WebLogic Server, IBM...","Mon, 13 Mar 2017 22:58:34 GMT"
"Full-Stack Software Engineer","UDig","Richmond","VA","US","3-5+ years of experience in Solution, Design and Development of applications using <b>Java</b> and/or .Net framework....","Mon, 13 Mar 2017 20:08:26 GMT"
"Software Engineer, X1 DVR","Comcast","Philadelphia","PA","US","Strong <b>Java</b> programming background. We are looking for an exceptional software engineer to work as part of a cross-functional development team to create...","Mon, 13 Mar 2017 20:06:37 GMT"
"Software Engineer","Progressive Leasing","Draper","UT","US","Do you see binary while you dream, or think of programming first and coffee second when someone says <b>Java</b>? Would you take the red pill?...","Mon, 13 Mar 2017 04:09:19 GMT"
"Web Content Management Architect / Technical Lead","Function1","","IL","US","At least 3 years experience implementing software using <b>Java</b>, <b>Java</b> EE technologies (JSP, Servlets, Beans, JDBC, Groovy), XML....","Mon, 13 Mar 2017 10:58:37 GMT"
"Back End Web Developer","SmartEquip, Inc.","Norwalk","CT","US","Excellent knowledge of and experience with <b>Java</b>. The primary function of the Back-End Web Developer is to design, implement, and maintain web applications and...","Mon, 13 Mar 2017 10:57:54 GMT"
"Field Technology Software Engineer","Xcalar","San Jose","CA","US","In this role, you will be a critical part of our engineering team, developing system software that extends the core technology and allows integration with...","Sun, 12 Mar 2017 08:41:24 GMT"
"Sr Test Automation Engineer","Globant","Glendale","CA","US","Senior experiene with <b>Java</b> (or C#). 90%Automation coding 10%Functional Testing, Selenium WebDriver, Agile, <b>Java</b>....","Mon, 13 Mar 2017 08:11:52 GMT"
"Web Developer I **TS/SCI w/poly required","FEDDATA","Annapolis Junction","MD","US","<b>Java</b>, CGI, Visual Basic, HTML, XML) to create web page elements such as user interface features, site animation, special effects, databases, and e-business...","Mon, 13 Mar 2017 08:29:37 GMT"
"Principle Software Developer","Innoplex","Columbia","MD","US","<b>Java</b> development experience. Direct experience with middleware technolgies such as enterprise service bus (ESB), CORBA, or Internet Communications Engine (ICE)....","Mon, 13 Mar 2017 20:41:14 GMT"
"Sr. Software Developer","BlackBerry","Boston","MA","US","<b>Java</b> and C/C++ programming in a professional environment. At BlackBerry Corporation, we secure enterprise information and applications on today’s most popular...","Mon, 13 Mar 2017 15:19:47 GMT"
"Developer","CastleBranch","Wilmington","NC","US","Suggested language proficiency in PHP, MySQL, <b>Java</b> or other object-oriented languages, HTML, XML. The Developer is responsible for programming and analysis...","Mon, 13 Mar 2017 18:35:46 GMT"
"Software Developer - UI/Full Stack","Expedia","Seattle","WA","US","Scala, <b>Java</b>, Javascript. Software Developer I – UI / Full Stack Position Description....","Mon, 13 Mar 2017 11:36:16 GMT"
"UI (Front End) Developer","ABIS Solutions","Albany","NY","US","Familiarity with back-end languages such as <b>Java</b>, experience with <b>Java</b> development a plus. Front-end (UI) developers are responsible for creating a functional...","Mon, 13 Mar 2017 21:43:45 GMT"
"Software Development Engineer","Amazon Corporate LLC","Seattle","WA","US","Proficiency in, at least, one modern programming language such as C, C++, <b>Java</b>, or Perl. The AFT Automation Technologies team is developing state of the art IoT...","Mon, 13 Mar 2017 06:15:48 GMT"
"Java Developer","Pragmatics, Inc.","Austin","TX","US","Expert level knowledge of <b>Java</b> and related technologies:. As a <b>Java</b> Developer, you will be performing the following responsibilities:....","Mon, 13 Mar 2017 16:54:02 GMT"
"3M HIS Software Developer (Wallingford, CT)","3M","Wallingford","CT","US","Minimum of one (1) year of experience developing in <b>Java</b> (can include course work). Participate in technical design sessions to formulate technical designs that...","Sun, 12 Mar 2017 08:17:02 GMT"
"Agile Software Developer - SME","Ops Tech Alliance","Springfield","VA","US","C#, <b>Java</b>, .NET, Python., Perl, Ruby, or similar. 5-8 years’ experience minimum,....","Sun, 12 Mar 2017 07:30:37 GMT"
"Sr Software Developer","Great-West","Denver","CO","US","Strong proficiency in <b>Java</b> coding (3+ years). Designs, codes, modifies, tests, debugs, integrates and documents applications from specifications dealing with...","Sun, 12 Mar 2017 07:02:42 GMT"
"Engineer Software","ISYS Technologies","Schriever AFB","CO","US","Missile defense domain, GPU Programming, CUDA, Open CL, <b>Java</b>, MySQL, modeling and simulation, or parallel computing Current DoD Secret clearance....","Mon, 13 Mar 2017 16:58:22 GMT"
"Developer (Front-End/UI/UX)","1 Source Consulting","Washington","DC","US","Experience developing <b>Java</b> applications for Sun servers, Linux servers and Oracle databases is required. This person will be responsible for design, development...","Sun, 12 Mar 2017 09:04:39 GMT"
"Senior Software Engineer","YapStone","Walnut Creek","CA","US","Excellent <b>Java</b> coding skills. We are seeking a Senior Software Engineer for building <b>Java</b> and web services solutions that scale with YapStone’s rapid growth....","Mon, 13 Mar 2017 20:49:15 GMT"
